Sport	ns1:Id	StartTime	ns1:TotalTimeSeconds	ns1:DistanceMeters	ns1:MaximumSpeed	ns1:Calories	ns1:Value	ns1:Value2	ns1:Intensity	ns1:TriggerMethod	ns1:Time	ns1:LatitudeDegrees	ns1:LongitudeDegrees	ns1:AltitudeMeters	ns1:DistanceMeters3	ns1:Value4	ns2:Speed	ns2:AvgSpeed	ns1:Name	ns1:UnitId	ns1:ProductID	ns1:VersionMajor	ns1:VersionMinor	ns1:BuildMajor	ns1:BuildMinor	ns1:Name5	ns1:VersionMajor6	ns1:VersionMinor7	ns1:BuildMajor8	ns1:BuildMinor9	ns1:LangID	ns1:PartNumber
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:13:25.000Z	140.53	500	3.987999916	30	178	180	Active	Manual	2011-04-12T17:15:11.000Z	49.26052071	16.46407292	243.8000031	4383.660156	179	3.444000006	3.556999922	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:13:25.000Z	140.53	500	3.987999916	30	178	180	Active	Manual	2011-04-12T17:15:16.000Z	49.26041091	16.46392356	243.8000031	4400.02002	178	3.371000051	3.556999922	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:13:25.000Z	140.53	500	3.987999916	30	178	180	Active	Manual	2011-04-12T17:15:20.000Z	49.26031401	16.46382012	243.6000061	4413.180176	177	3.292000055	3.556999922	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:13:25.000Z	140.53	500	3.987999916	30	178	180	Active	Manual	2011-04-12T17:15:25.000Z	49.26018384	16.46369255	243.3999939	4430.370117	177	3.311000109	3.556999922	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:13:25.000Z	140.53	500	3.987999916	30	178	180	Active	Manual	2011-04-12T17:15:31.000Z	49.26002341	16.46354587	242.8000031	4451.180176	177	3.413000107	3.556999922	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:13:25.000Z	140.53	500	3.987999916	30	178	180	Active	Manual	2011-04-12T17:15:36.000Z	49.25987908	16.46342374	242.8000031	4469.560059	177	3.542000055	3.556999922	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:13:25.000Z	140.53	500	3.987999916	30	178	180	Active	Manual	2011-04-12T17:15:41.000Z	49.25973558	16.46330548	242.3999939	4487.700195	178	3.654000044	3.556999922	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:13:25.000Z	140.53	500	3.987999916	30	178	180	Active	Manual	2011-04-12T17:15:45.000Z	49.25961815	16.46321143	241.8000031	4502.450195	177	3.667000055	3.556999922	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:13:25.000Z	140.53	500	3.987999916	30	178	180	Active	Manual	2011-04-12T17:15:46.000Z	49.25959535	16.46319433	241.8000031	4505.27002	177	3.648000002	3.556999922	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:15:52.000Z	49.25943341	16.46307413	241	4525.290039	177	3.457000017	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:15:57.000Z	49.25937583	16.46304446	240.6000061	4532.080078	175	2.582000017	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:16:04.000Z	49.25936552	16.46305519	240.3999939	4533.620117	173	0.541000009	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:16:12.000Z	49.25936778	16.46307816	240.1999969	4535.470215	169	0	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:16:18.000Z	49.25940516	16.46312644	240.1999969	4540.990234	166	0.952000022	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:16:24.000Z	49.25944556	16.46314421	240.6000061	4545.540039	161	0.861000001	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:16:27.000Z	49.25946258	16.46314873	240.8000031	4547.350098	156	0.810000002	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:16:32.000Z	49.25948957	16.46315443	241	4550.27002	152	0.661000013	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:16:36.000Z	49.25954347	16.46319944	241.1999969	4557.100098	151	0.93900001	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:16:42.000Z	49.25963935	16.46330053	241.3999939	4570.02002	146	1.730000019	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:16:48.000Z	49.25974187	16.46341201	241.6000061	4584.02002	145	2.194000006	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:16:54.000Z	49.25986709	16.46356691	241.3999939	4601.930176	143	2.592000008	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:00.000Z	49.25998259	16.46371963	240.6000061	4618.930176	142	3.035000086	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:05.000Z	49.26009743	16.46387536	240.1999969	4636	139	3.121000051	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:13.000Z	49.26023916	16.46406018	240.1999969	4656.740234	141	3.038000107	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:18.000Z	49.26036866	16.46420863	240.8000031	4674.75	142	2.993000031	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:25.000Z	49.26050772	16.46435858	242	4693.680176	143	3.069000006	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:31.000Z	49.26065893	16.46454223	243	4715.220215	142	3.11500001	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:35.000Z	49.2607482	16.46466376	243.1999969	4728.52002	141	3.134000063	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:40.000Z	49.26083311	16.46482553	243	4743.640137	141	3.157000065	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:45.000Z	49.26091424	16.4650101	242.1999969	4759.850098	141	3.151000023	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:50.000Z	49.26098599	16.46520339	240.8000031	4776.040039	144	3.190000057	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:54.000Z	49.26104257	16.46535703	239.3999939	4788.890137	145	3.209000111	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:17:59.000Z	49.26110518	16.46555878	237	4805.140137	145	3.20600009	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:03.000Z	49.26114189	16.46571821	235	4817.450195	146	3.197000027	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:08.000Z	49.26118188	16.46591946	233.1999969	4832.77002	146	3.101000071	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:13.000Z	49.26121457	16.46612163	233.3999939	4847.930176	145	3.088000059	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:18.000Z	49.26124793	16.46632874	233.6000061	4863.450195	143	3.084000111	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:24.000Z	49.2612812	16.46654299	234	4879.470215	143	3.094000101	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:28.000Z	49.26130199	16.46673828	234.6000061	4893.890137	143	3.078000069	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:32.000Z	49.26129947	16.46692252	235	4907.330078	142	3.140000105	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:37.000Z	49.26129453	16.46713559	235.6000061	4922.890137	143	3.141000032	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:42.000Z	49.26127936	16.46735494	236.1999969	4938.970215	143	3.217000008	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:47.000Z	49.26125128	16.46757036	236.3999939	4954.970215	144	3.197000027	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:52.000Z	49.26121926	16.4677794	236.6000061	4970.620117	146	3.184000015	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:18:57.000Z	49.26118582	16.46798585	236.3999939	4986.100098	148	3.131000042	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:15:46.000Z	197.1	500	3.648000002	32	150	178	Active	Manual	2011-04-12T17:19:02.000Z	49.26115631	16.46819598	236.1999969	5001.75	150	3.095000029	2.536000013	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:07.000Z	49.26113192	16.46839849	236.6000061	5016.75	149	3.072000027	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:12.000Z	49.26110652	16.46859127	237.8000031	5031.080078	147	2.980000019	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:17.000Z	49.26105833	16.46878397	238.3999939	5046.120117	147	2.947000027	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:21.000Z	49.26100636	16.46896225	239	5060.330078	148	3.10800004	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:26.000Z	49.26092673	16.46920608	239.3999939	5080.160156	151	3.565000057	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:30.000Z	49.26086688	16.46940532	239.3999939	5096.140137	155	3.890000105	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:35.000Z	49.26079145	16.46966223	240	5116.660156	159	4.006000042	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:39.000Z	49.26074208	16.46986197	241.3999939	5132.200195	162	4.013000011	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:44.000Z	49.26068801	16.47007772	242.3999939	5149.040039	163	4.059000015	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:48.000Z	49.26062104	16.47034443	242.8000031	5169.850098	166	4.118000031	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:53.000Z	49.26055566	16.47060502	243.1999969	5190.160156	169	4.111999989	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:19:58.000Z	49.26049456	16.47087039	243.8000031	5210.660156	170	4.111999989	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:03.000Z	49.26043128	16.47114683	244.8000031	5231.970215	171	4.111000061	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:08.000Z	49.26036699	16.47140734	245.6000061	5252.25	172	4.130000114	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:12.000Z	49.26031737	16.47162418	246.1999969	5268.970215	174	4.157999992	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:18.000Z	49.26025065	16.4719292	246.6000061	5292.390137	175	4.032000065	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:22.000Z	49.26019985	16.47214067	246.8000031	5308.790039	176	4.412000179	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:27.000Z	49.26013246	16.47239506	246.6000061	5328.77002	176	4.355000019	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:32.000Z	49.26006281	16.47264685	246	5348.660156	176	4.333000183	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:36.000Z	49.26001654	16.47284903	244.8000031	5364.27002	176	3.982000113	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:42.000Z	49.25996533	16.47315748	243.1999969	5387.430176	176	3.85800004	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:46.000Z	49.25993289	16.47334783	242.1999969	5401.77002	177	3.785000086	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:51.000Z	49.25988461	16.47359191	241.3999939	5420.350098	177	3.762000084	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:20:55.000Z	49.25983733	16.47379735	240.6000061	5436.200195	177	3.769000053	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:21:00.000Z	49.25978092	16.47405124	239.6000061	5455.740234	178	3.828000069	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:21:04.000Z	49.25974161	16.47426934	240	5472.180176	178	3.97300005	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:21:09.000Z	49.25969006	16.47453505	242.6000061	5492.370117	178	4.06400013	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:19:03.000Z	129.53	500	4.412000179	25	167	179	Active	Manual	2011-04-12T17:21:12.000Z	49.25965763	16.47469514	244.3999939	5504.560059	179	4.407000065	3.859999895	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:21:13.000Z	143.88	500	4.402999878	29	173	180	Active	Manual	2011-04-12T17:21:14.000Z	49.25963952	16.47479966	245.6000061	5512.430176	179	4.380000114	3.474999905	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:21:13.000Z	143.88	500	4.402999878	29	173	180	Active	Manual	2011-04-12T17:21:18.000Z	49.25959351	16.47501659	247.8000031	5529.040039	178	4.392000198	3.474999905	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:21:13.000Z	143.88	500	4.402999878	29	173	180	Active	Manual	2011-04-12T17:21:24.000Z	49.25952972	16.47527986	248.3999939	5549.490234	179	4.050000191	3.474999905	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:21:13.000Z	143.88	500	4.402999878	29	173	180	Active	Manual	2011-04-12T17:21:27.000Z	49.25947373	16.4754817	248.8000031	5565.450195	178	4.078000069	3.474999905	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
